Year,Age,Female Deaths,Male Deaths,Female Exposure,Male Exposure
1846,36,1276.74,1195.2,113963.15,108046.94
1846,37,1262.3,1198.8,110877.81,105250.38
1846,38,1247.37,1201.56,107090.6,101784.69
1846,39,1231.95,1203.46,101196.7,96583.63
1846,40,1216.03,1204.51,93505.26,90033.45
1846,41,1199.6,1204.73,88168.65,85417.63
1846,42,1182.68,1204.09,85592.08,83044.42
1846,43,1165.27,1202.6,83721.01,81342.46
1846,44,1147.36,1200.28,83637.96,81140.36
1846,45,1129.72,1197.53,85437.66,82369.64
1846,46,1115.38,1196.09,85486,82099.9
1846,47,1105.11,1196.36,83088.42,79864.51
1846,48,1098.91,1198.36,79670.67,76637.85
1846,49,1096.77,1202.08,73927.26,71077.1
1846,50,1098.7,1207.53,66713.42,63881.31
1846,51,1104.69,1214.7,61904.47,59050.57
1846,52,1114.76,1223.59,59754.82,56978.57
1846,53,1128.88,1234.21,58422.03,55668.47
1846,54,1147.07,1246.56,58840.06,55713.96
1846,55,1169.28,1260.85,61191.91,56953.3
1846,56,1195.28,1277.96,61859,56866.97
1846,57,1225.02,1298.1,59931.84,55052.24
1846,58,1258.51,1321.29,57327.57,52621.75
1846,59,1295.74,1347.52,52195.3,47830.77
1846,60,1336.72,1376.77,45048.64,40990.81
1846,61,1381.43,1409.08,40627.96,36676.15
1846,62,1429.89,1444.42,38862.4,35033.44
1846,63,1482.1,1482.8,37414.79,33676.71
1846,64,1538.03,1524.21,37653.09,33752.66
1846,65,1595.93,1567.06,39671.27,35301.06
1846,66,1648.59,1604.84,39790.45,35214.48
1846,67,1694.19,1635.97,37858.94,33406.81
1846,68,1732.77,1660.42,35744.19,31429.93
1846,69,1764.3,1678.21,32278.25,28168.57
1846,70,1788.8,1689.33,27566.89,23634.14
1846,71,1806.26,1693.78,24406.1,20571.94
1846,72,1816.69,1691.57,22690.67,19002.63
1846,73,1820.06,1682.69,21045.38,17501
1846,74,1816.41,1667.14,19851.19,16475.08
1846,75,1804.92,1644.41,19156.09,15930.71
1846,76,1782.42,1612.38,17950.05,14855.87
1846,77,1748.08,1570.52,16237.83,13322.47
1846,78,1701.93,1518.84,14617.65,11872.17
1846,79,1643.96,1457.35,12695.38,10250.27
1846,80,1574.18,1386.02,12385.17,9633.92
1846,81,1492.58,1304.88,10731.06,8243.67
1846,82,1399.15,1213.93,9197.64,6956.32
1846,83,1293.91,1113.14,7690.7,5719.8
1846,84,1176.86,1002.53,6328.13,4605.36
1846,85,1026.84,811.89,5239.19,3706.43
1846,86,912.2,703.58,4288.55,2975.35
1846,87,791.58,598.91,3430.02,2349.39
1846,88,683.35,502.82,2730.17,1832.14
1846,89,577.68,412.06,2128.91,1396.59
1846,90,473.59,330.98,1610.66,1044.97
1846,91,388,264.25,1218.76,778.69
1846,92,317.65,206.29,921.74,567.82
1846,93,251.75,155.41,675.4,400.44
1846,94,194.99,115.51,483.91,278.9
1846,95,148.07,83.98,340.12,190.27
1846,96,110.17,59.71,234.17,127.01
1846,97,80.28,41.49,157.98,82.86
1846,98,57.25,28.17,104.52,52.89
1846,99,39.96,18.68,67.58,32.9
1846,100,27.28,12.1,42.68,19.86
1846,101,18.21,7.65,26.39,11.68
1846,102,11.88,4.72,15.89,6.63
1846,103,7.59,2.85,9.19,3.46
1846,104,4.73,1.68,5.04,1.68
1846,105,2.88,0.97,2.52,0.69
1846,106,1.72,0.31,1.05,0.05
1846,107,1,0,0.4,0
1846,108,0.33,0,0.06,0
1846,109,0,0,0,0
1846,110+,0,0,0,0
1847,0,39431,49926,248539.1,254710.67
1847,1,16121,16815,228750.4,230750.49
1847,2,8564,8973,217505.47,219871.23
1847,3,5831,5911,211000.81,213510.99
1847,4,4162,4155,205100.86,207380.89
1847,5,3052.32,3091.14,201476.28,203122.86
1847,6,2288.08,2373.67,201451.98,202798.39
1847,7,1706.42,1813.9,198132.73,199102.5
1847,8,1307.34,1411.83,192125.55,192602.55
1847,9,1090.83,1167.47,187361.28,187725.41
1847,10,1031.09,1060.39,185245.04,185544.61
1847,11,1024.8,1009.01,186425.06,185959.36
1847,12,1046.16,992.91,185700.71,184251.73
1847,13,1095.15,1012.11,182495.87,180920.38
1847,14,1171.79,1066.58,179805.84,178162.12
1847,15,1269.87,1150.63,177685.14,175680.72
1847,16,1364.64,1241.35,178162.32,173355.34
1847,17,1449.9,1333.03,178395.56,170850.32
1847,18,1525.67,1425.69,175100.47,167807.93
1847,19,1591.92,1519.3,171138.25,164103.61
1847,20,1647.57,1608.05,167116.65,159314.72
1847,21,1688.15,1668.63,163836.46,154021.56
1847,22,1712.57,1695.2,160677.29,149823.71
1847,23,1720.82,1687.78,157762.59,146963.96
1847,24,1712.9,1646.36,155162.29,144406.12
1847,25,1691.67,1578.17,153339.1,141503.52
1847,26,1668.61,1512.11,151885.01,138502.36
1847,27,1646.56,1455.42,149228.4,135754.6
1847,28,1625.53,1408.09,146104.32,132865.54
1847,29,1605.52,1370.13,142111.93,129199.83
1847,30,1586.52,1341.55,136358.94,124625.34
1847,31,1568.56,1322.31,129105.11,119727.87
1847,32,1551.61,1312.45,123557.59,115718.53
1847,33,1535.67,1311.95,120395.67,112839.5
1847,34,1520.76,1320.82,117893.02,110592.74
1847,35,1506.55,1337.11,115845.7,109049.58
1847,36,1491.74,1353.06,114048.05,108006.8
1847,37,1476.03,1366.73,111799.97,106237
1847,38,1459.4,1378.11,108693.56,103395.99
1847,39,1441.87,1387.21,104879.27,99879.89
1847,40,1423.42,1394.04,99236.13,94857.68
1847,41,1404.06,1398.58,92154.06,88780.36
1847,42,1383.79,1400.84,87202.1,84472.88
1847,43,1362.62,1400.82,84699.54,82155.62
1847,44,1340.54,1398.51,82884.26,80491.86
1847,45,1318.61,1394.78,82613.64,80110.16
1847,46,1301.12,1392.98,83969.71,80903.06
1847,47,1289.15,1394,83774.93,80379.02
1847,48,1282.7,1397.8,81338.13,78092.6
1847,49,1281.76,1404.41,77826.26,74764.94
1847,50,1286.33,1413.81,72115.33,69224.61
1847,51,1296.41,1426.01,65229.04,62316.11
1847,52,1312.01,1441.01,60718.25,57747.1
1847,53,1333.13,1458.8,58644.12,55747.22
1847,54,1359.76,1479.4,57343,54469.74
1847,55,1391.42,1502.64,57717.03,54475.3
1847,56,1426.19,1527.99,59933.1,55535.56
1847,57,1463.61,1555.3,60469.05,55282.1
1847,58,1503.68,1584.56,58441.99,53391.46
1847,59,1546.37,1615.78,55723.39,50875.19
1847,60,1591.71,1648.95,50710.89,46199.26
1847,61,1639.69,1684.1,44116.66,39831.18
1847,62,1690.3,1721.18,40059.64,35828.02
1847,63,1743.56,1760.24,38252.54,34170.14
1847,64,1799.46,1801.25,36732.09,32767.91
1847,65,1856.55,1842.8,36669.75,32597.29
1847,66,1909.12,1879.26,38054.52,33606.59
1847,67,1955.7,1909.21,37775.08,33187.43
1847,68,1996.31,1932.66,35775.07,31344.58
1847,69,2030.96,1949.6,33602.82,29343.97
1847,70,2059.63,1960.04,30284.76,26243.48
1847,71,2082.32,1963.97,26020.24,22123.79
1847,72,2099.04,1961.4,23114.87,19303.25
1847,73,2109.79,1952.32,21355.14,17722.07
1847,74,2114.57,1936.73,19660.44,16204.42
1847,75,2111.71,1913.7,18354.78,15086.21
1847,76,2094.61,1879.47,17460.02,14338.36
1847,77,2061.59,1833.11,16150.94,13171.86
1847,78,2012.66,1774.6,14449.71,11685.35
1847,79,1947.82,1703.95,12863.02,10297.47
1847,80,1867.07,1621.17,12360.65,9565.19
1847,81,1770.41,1526.24,10704.53,8171.39
1847,82,1657.83,1419.17,9146.37,6874.61
1847,83,1529.35,1299.97,7722.8,5691.72
1847,84,1384.96,1168.63,6339.62,4570.66
1847,85,1157.3,922.53,5106.78,3603.48
1847,86,1026.02,798.74,4207.23,2897.35
1847,87,886.48,676.35,3383.77,2281.93
1847,88,745.91,561.52,2656.78,1766.43
1847,89,622.57,459.05,2073.54,1348.97
1847,90,507.35,365.66,1583.57,1006.08
1847,91,399.71,284.99,1172.1,735.86
1847,92,313.59,220.36,866.75,535.71
1847,93,245.17,166.38,639.81,381.15
1847,94,184.95,121.01,457.09,262.17
1847,95,135.93,86.69,318.88,177.93
1847,96,97.64,60.67,217.96,118.17
1847,97,68.52,41.46,145.64,76.7
1847,98,46.95,27.66,95.22,48.56
1847,99,31.41,18.01,60.99,30.06
1847,100,20.5,11.45,38.05,18.06
1847,101,13.07,7.09,23.1,10.44
1847,102,8.13,4.29,13.69,5.84
1847,103,4.93,2.54,7.85,3.09
1847,104,2.93,1.46,4.21,1.36
1847,105,1.69,0.82,2.01,0.48
1847,106,0.96,0.26,0.72,0.04
1847,107,0.3,0,0.05,0
1847,108,0,0,0,0
1847,109,0,0,0,0
1847,110+,0,0,0,0
1848,0,38174,48594,247130.62,253436.83
1848,1,14971,15737,227577.72,228531.87
1848,2,9032,9091,220262.39,221575.98
1848,3,6152,6172,213607.28,215746.49
1848,4,4513,4716,208793.86,211117.04
1848,5,3348.96,3558.43,204236.38,206316.57
1848,6,2460.19,2632.63,201098.72,202710.57
1848,7,1786.12,1920.12,200471.22,202051.39
1848,8,1326.72,1420.89,197022.08,198472.19
1848,9,1082.02,1134.93,191679.15,192763.03
1848,10,1020.25,1031.28,187143.08,188125.98
1848,11,1014.48,986.06,184828.69,185610.32
1848,12,1032.95,968.33,185457.76,185036.46
1848,13,1075.68,978.06,184424.09,182742.53
1848,14,1142.64,1015.26,181213.51,179439.78
1848,15,1228.67,1076.43,178488.4,176683.53
1848,16,1313.01,1147.51,176578.79,174117.05
1848,17,1390.48,1224.99,177975.37,171695.83
1848,18,1461.06,1308.88,178819.43,169102.35
1848,19,1524.77,1399.18,175389.64,165946.2
1848,20,1579.81,1489.32,171258.88,162077.27
1848,21,1619.08,1553.04,166927.64,157228.78
1848,22,1640.77,1583.78,163217.58,152010.4
1848,23,1644.89,1581.54,159900.79,147946.53
1848,24,1631.45,1546.33,157048.65,145185.55
1848,25,1603.69,1484.96,154439.33,142668.1
1848,26,1574.67,1424.74,151990.83,139637.27
1848,27,1547.64,1372.48,149169.25,136421.36
1848,28,1522.6,1328.2,145796.53,133646.58
1848,29,1499.56,1291.89,142700.58,130786.32
1848,30,1478.5,1263.55,138676.24,127088.9
1848,31,1459.45,1243.18,133136.03,122589.35
1848,32,1442.37,1230.77,126333.59,117903.35
1848,33,1427.3,1226.34,121068.91,114049.19
1848,34,1414.22,1229.88,118000.64,111233.48
1848,35,1402.54,1239.81,115572.41,109033.31
1848,36,1389.81,1249.86,113570.93,107432.08
1848,37,1375.45,1258.43,111824.21,106254.39
1848,38,1359.47,1265.54,109597.51,104389.04
1848,39,1341.85,1271.18,106471.52,101503.13
1848,40,1322.61,1275.35,102632.04,97941.23
1848,41,1301.72,1278.06,97242.64,93089.21
1848,42,1279.21,1279.3,90772.98,87489.89
1848,43,1255.06,1279.08,86209.45,83491.56
1848,44,1229.28,1277.38,83785.24,81231.35
1848,45,1203.12,1274.86,82030.19,79609.64
1848,46,1181.61,1274.03,81573.75,79042.52
1848,47,1166.01,1275.54,82485.08,79399.43
1848,48,1156.32,1279.37,82044.6,78618.06
1848,49,1152.53,1285.53,79565.1,76277.3
1848,50,1154.63,1294.03,75955.78,72844.75
1848,51,1162.66,1304.85,70270.02,67321.44
1848,52,1176.57,1318,63706.13,60695.76
1848,53,1196.4,1333.49,59486.36,56383.98
1848,54,1222.14,1351.3,57479.69,54451.43
1848,55,1253.07,1371.34,56202.21,53201.24
1848,56,1286.4,1393.17,56523.11,53162.46
1848,57,1321.41,1416.68,58597.58,54038.93
1848,58,1358.12,1441.89,58997.14,53614.55
1848,59,1396.51,1468.77,56865.94,51644.88
1848,60,1436.59,1497.35,54034.25,49041.98
1848,61,1478.35,1527.6,49131.23,44476.4
1848,62,1521.81,1559.55,43092.55,38580.64
1848,63,1566.95,1593.17,39399.07,34888.55
1848,64,1613.78,1628.49,37551.33,33215.76
1848,65,1661.1,1664.15,35965.56,31772.23
1848,66,1704.1,1694.83,35600.2,31355.79
1848,67,1741.59,1719.18,36366.52,31837.84
1848,68,1773.56,1737.2,35698.73,31096
1848,69,1800,1748.9,33639.76,29227.73
1848,70,1820.93,1754.29,31422.25,27215.36
1848,71,1836.35,1753.34,28253.61,24280.65
1848,72,1846.25,1746.07,24446.62,20587.29
1848,73,1850.63,1732.48,21803.19,18017.49
1848,74,1849.5,1712.56,20004.93,16433.34
1848,75,1841.58,1685.75,18270.45,14911.82
1848,76,1821.83,1649.69,16854.6,13706.31
1848,77,1788.96,1603.81,15776.36,12770.69
1848,78,1742.99,1548.13,14377.7,11525.49
1848,79,1683.92,1482.62,12701.49,10098.76
1848,80,1611.73,1407.3,12253.63,9437.12
1848,81,1526.45,1322.17,10667.67,8096.33
1848,82,1428.05,1227.22,9109.34,6797.81
1848,83,1316.55,1122.45,7663.45,5607.25
1848,84,1191.95,1007.87,6366.63,4541.54
1848,85,1006.68,798.55,5117.28,3569.5
1848,86,869.71,677.23,4097.52,2807.52
1848,87,758.97,575.12,3318.9,2214.31
1848,88,645.27,477.39,2623.01,1709.38
1848,89,534.05,388.25,2021.41,1295.4
1848,90,438.31,310.79,1547.47,967.9
1848,91,351.16,242.27,1158.56,705.6
1848,92,271.94,184.7,840.2,504.12
1848,93,209.65,139.66,608.09,358.17
1848,94,161.08,103.09,439.39,248.73
1848,95,119.42,73.27,307.19,166.84
1848,96,86.25,51.31,209.62,110.35
1848,97,60.89,35.09,140.12,71.38
1848,98,42.01,23.43,91.46,45.07
1848,99,28.31,15.28,58.38,27.68
1848,100,18.64,9.73,36.53,16.61
1848,101,11.97,6.04,22.21,9.6
1848,102,7.51,3.67,13.07,5.25
1848,103,4.6,2.17,7.5,2.73
1848,104,2.76,1.26,4.12,1.27
1848,105,1.6,0.71,2.01,0.32
1848,106,0.91,0,0.75,0
1848,107,0.29,0,0.05,0
1848,108,0,0,0,0
1848,109,0,0,0,0
1848,110+,0,0,0,0
1849,0,40781,51481,255249.93,261644.83
1849,1,14906,16001,226104.06,226782.57
1849,2,8550,8684,219193.25,219364.99
1849,3,6081,5833,215777.9,216862.77
1849,4,4341,4600,211813.69,213805.28
1849,5,3322.91,3586.69,207890.72,209855.17
1849,6,2645.26,2773.41,204162.28,205974.51
1849,7,2104.8,2140.76,201259.22,202844.09
1849,8,1701.55,1688.76,199820.66,201696.45
1849,9,1435.49,1417.39,196057.1,198068.54
1849,10,1291.86,1300.98,191237.51,192993.66
1849,11,1211.57,1236.82,186834.31,188477.45
1849,12,1179.83,1199.23,184323.7,185599.21
1849,13,1196.67,1188.21,184397.58,184018.32
1849,14,1262.07,1203.77,183039.71,181124.02
1849,15,1366.51,1243.63,179801,177848.18
1849,16,1471.97,1298.79,177027.98,175082.78
1849,17,1568.9,1366.97,175328.52,172446.06
1849,18,1657.34,1448.18,177646.37,169934.03
1849,19,1737.27,1542.42,179102.68,167251.11
1849,20,1807.45,1642.46,175531.82,163956.14
1849,21,1862.89,1719.32,171253.95,159973.86
1849,22,1902.37,1765.8,166614.04,155067.11
1849,23,1925.88,1781.87,162483.3,149946.16
1849,24,1933.41,1767.55,159017.97,146037.12
1849,25,1927.45,1728.7,156234.28,143386.03
1849,26,1917.83,1688.77,153619.97,140917.54
1849,27,1907.02,1653.63,150538.29,137736.62
1849,28,1895.03,1623.29,146342.56,134287.71
1849,29,1881.84,1597.73,142248.2,131469.94
1849,30,1867.46,1576.96,139175.43,128629.25
1849,31,1851.9,1560.98,135116.97,124879.25
1849,32,1835.16,1549.78,129786.83,120449.88
1849,33,1817.22,1543.39,123434.74,115968.48
1849,34,1798.09,1541.78,118452.97,112264.94
1849,35,1777.86,1544.18,115482.73,109519.27
1849,36,1756.91,1547.5,113125.32,107351.18
1849,37,1735.3,1550.97,111176.76,105706.62
1849,38,1713.05,1554.59,109485.15,104400.36
1849,39,1690.15,1558.36,107283.89,102444.62
1849,40,1666.62,1562.27,104142.06,99522.42
1849,41,1642.42,1566.33,100281.57,95907.56
1849,42,1617.59,1570.54,95149.36,91231.74
1849,43,1592.11,1574.89,89295.6,86110.69
1849,44,1565.98,1579.38,85123.85,82420.56
1849,45,1540.2,1584,82780.75,80217.91
1849,46,1518.72,1588.59,81085.51,78628.27
1849,47,1502.55,1593.12,80440.25,77873.75
1849,48,1491.66,1597.61,80903.3,77791.02
1849,49,1486.07,1602.03,80213.68,76750.13
1849,50,1485.77,1606.4,77689.2,74353.99
1849,51,1490.77,1610.73,73976.93,70817.8
1849,52,1501.07,1614.98,68314.24,65313.37
1849,53,1516.65,1619.19,62069.76,58974.03
1849,54,1537.53,1623.34,58138.12,54924.47
1849,55,1563.06,1627.99,56197.11,53065.28
1849,56,1590.59,1635.26,54941.35,51850.01
1849,57,1619.47,1645.7,55211.19,51773.54
1849,58,1649.72,1659.33,57146.5,52472.54
1849,59,1681.31,1676.12,57412.74,51882.97
1849,60,1714.26,1696.09,55185.42,49840.94
1849,61,1748.56,1719.24,52235.94,47152.68
1849,62,1784.21,1745.55,47451.5,42702.82
1849,63,1821.23,1775.04,41973.99,37282.66
1849,64,1859.59,1807.7,38650.32,33904.28
1849,65,1898.1,1841.71,36774.13,32221.89
1849,66,1931.88,1869.72,35124.23,30738.04
1849,67,1959.71,1889.9,34474.82,30088.45
1849,68,1981.61,1902.25,34637.78,30054.87
1849,69,1997.57,1906.77,33596.76,29002.65
1849,70,2007.57,1903.46,31497.15,27124.18
1849,71,2011.64,1892.33,29242.62,25108.91
1849,72,2009.77,1873.36,26241.72,22356.56
1849,73,2001.96,1846.57,22907.33,19104.53
1849,74,1988.2,1811.94,20540.91,16801.12
1849,75,1967.43,1769.4,18723.36,15233.33
1849,76,1935.32,1718.6,16959.73,13719.66
1849,77,1890.81,1659.46,15457.87,12447.83
1849,78,1833.9,1591.95,14215.69,11341.01
1849,79,1764.58,1516.1,12745.22,10031.77
1849,80,1682.86,1431.9,12307.01,9467.01
1849,81,1588.73,1339.35,10648.51,8060.35
1849,82,1482.19,1238.45,9158.47,6812.88
1849,83,1363.26,1129.2,7708.8,5616.72
1849,84,1231.92,1011.6,6384.34,4537.61
1849,85,1035.33,798.02,5210.84,3610.18
1849,86,891.47,673.78,4167.56,2833.68
1849,87,755.95,559.63,3284.41,2189.65
1849,88,647.42,465.34,2615.79,1694.9
1849,89,540.16,378.14,2030.83,1282.75
1849,90,438.6,301,1535.81,951.94
1849,91,353.17,235.81,1152.61,695.86
1849,92,277.61,179.9,845.16,495.73
1849,93,210.96,134.24,599.75,345.76
1849,94,159.6,99.35,424.3,239.59
1849,95,120.39,71.82,299.46,162.14
1849,96,87.65,50,204.35,105.88
1849,97,62.2,34.3,135.97,68.07
1849,98,43.17,23,88.55,42.73
1849,99,29.29,15.07,56.16,26.1
1849,100,19.43,9.64,34.76,15.42
1849,101,12.6,6.04,21.1,8.86
1849,102,7.97,3.68,12.36,4.83
1849,103,4.94,2.2,6.94,2.37
1849,104,2.98,1.28,3.76,1.04
1849,105,1.77,0.73,1.89,0.3
1849,106,1.02,0,0.71,0
1849,107,0.33,0,0.06,0
1849,108,0,0,0,0
1849,109,0,0,0,0
1849,110+,0,0,0,0
1850,0,37942,48456,267659.38,274318.62
1850,1,13678,14410,233346.55,233813.69
1850,2,6808,7004,218207.62,217817.09
1850,3,4681,4607,215407.9,215250.32
1850,4,3615,3617,214084.22,214941.82
1850,5,2711.19,2740.92,211806.98,213560.57
1850,6,2030.11,2060.88,208163.08,209902.2
1850,7,1510.01,1539.81,204960.89,206638.63
1850,8,1150.91,1177.74,202053.86,203705.59
1850,9,952.79,974.66,199591.79,201818.55
1850,10,893.42,907.24,195348.25,197937.4
1850,11,883.85,882.18,190925.23,193356.02
1850,12,901.84,876.15,186618.41,188919.26
1850,13,947.39,889.18,183876.09,185649.73
1850,14,1020.5,921.24,183355.78,183035.11
1850,15,1114.24,969.52,181636.93,179526.2
1850,16,1200.91,1022.7,178353.76,176253.97
1850,17,1273.59,1077.93,175537.23,173485.06
1850,18,1332.28,1135.23,174060.09,170780.62
1850,19,1376.97,1194.61,177314.99,168182.6
1850,20,1408.64,1252.23,179394.53,165398.34
1850,21,1431.18,1292.84,175720.47,162028.82
1850,22,1445.56,1312.62,171309.45,157948.83
1850,23,1451.78,1311.59,166379.15,153017.91
1850,24,1449.85,1289.72,161841.28,148022.41
1850,25,1441.02,1251.42,158233.53,144282.63
1850,26,1430.33,1214.21,155520.6,141751.55
1850,27,1419.03,1182.52,152892.06,139312.59
1850,28,1407.14,1156.31,149169.63,135965.49
1850,29,1394.65,1135.62,143593.45,132268.75
1850,30,1381.55,1120.41,138771.87,129399.26
1850,31,1367.86,1110.7,135719.59,126557.18
1850,32,1353.57,1106.49,131623.95,122748.6
1850,33,1338.67,1107.78,126502.75,118379.53
1850,34,1323.18,1114.56,120601.12,114094.14
1850,35,1307.16,1125.77,115907.05,110543.5
1850,36,1290.94,1137.22,113031.04,107848.11
1850,37,1274.58,1147.82,110750.27,105720.64
1850,38,1258.1,1157.59,108856.34,104032.21
1850,39,1241.49,1166.51,107220.8,102596.55
1850,40,1224.75,1174.6,105044.97,100554.33
1850,41,1207.88,1181.85,101887.1,97585.33
1850,42,1190.87,1188.26,98004.09,93920.88
1850,43,1173.74,1193.83,93127.02,89419.18
1850,44,1156.48,1198.56,87886.37,84774.03
1850,45,1139.82,1202.78,84102.53,81392.44
1850,46,1126.65,1207.77,81833.66,79238.52
1850,47,1117.72,1213.85,80189.51,77680.52
1850,48,1113,1221.04,79346.87,76735.47
1850,49,1112.53,1229.32,79353.92,76210.59
1850,50,1116.27,1238.69,78409.48,74907.95
1850,51,1124.23,1249.18,75831.89,72455.65
1850,52,1136.43,1260.76,72012.69,68814.78
1850,53,1152.85,1273.43,66368.74,63329.11
1850,54,1173.49,1287.2,60440.15,57276.59
1850,55,1198.16,1302.31,56794.9,53489.83
1850,56,1226.02,1319.75,54917.66,51704.97
1850,57,1256.86,1339.75,53684.83,50523.86
1850,58,1290.68,1362.33,53903.83,50408.69
1850,59,1327.48,1387.47,55699.53,50928.81
1850,60,1367.26,1415.18,55836.02,50173.81
1850,61,1410.03,1445.46,53502.47,48054.11
1850,62,1455.78,1478.3,50437.38,45279.4
1850,63,1504.51,1513.72,45768.43,40942.1
1850,64,1556.22,1551.71,40848.34,35993.95
1850,65,1609.32,1590.7,37895.74,32928.71
1850,66,1657.41,1624.42,35981.09,31232.46
1850,67,1698.9,1651.33,34274.63,29715.7
1850,68,1733.79,1671.41,33344.98,28838.83
1850,69,1762.07,1684.67,32908.97,28295.71
1850,70,1783.75,1691.11,31502.99,26941.78
1850,71,1798.83,1690.73,29361.78,25055.17
1850,72,1807.31,1683.52,27079.57,23046.15
1850,73,1809.18,1669.49,24252.93,20483.17
1850,74,1804.45,1648.64,21398.18,17679.7
1850,75,1792.19,1620.57,19320.56,15653.16
1850,76,1768.7,1583.73,17487.48,14104.39
1850,77,1733.06,1537.72,15712.03,12610.45
1850,78,1685.25,1482.55,14137.85,11281.09
1850,79,1625.29,1418.21,12744.93,10011.52
1850,80,1553.17,1344.71,12466.93,9600.12
1850,81,1468.9,1262.04,10733.65,8122.17
1850,82,1372.45,1170.2,9170.11,6807.27
1850,83,1263.87,1069.21,7787.3,5660.31
1850,84,1143.12,959.05,6457.16,4573.45
1850,85,967.93,758.9,5256.27,3631.8
1850,86,847.75,650.25,4271.37,2887.81
1850,87,719.04,540.14,3364.85,2228.67
1850,88,599.67,440.62,2608.59,1691.15
1850,89,504.36,359.25,2041.78,1284.13
1850,90,412.65,285.79,1556.59,952.37
1850,91,328.03,222.3,1154.41,691.69
1850,92,258.19,169.89,848.72,494.36
1850,93,198.07,126.23,609.04,343.88
1850,94,146.67,91.59,422.54,233.91
1850,95,107.93,65.78,291.76,157.88
1850,96,79.1,46.09,200.85,103.98
1850,97,55.86,31.05,133.57,65.96
1850,98,38.4,20.59,86.46,41.11
1850,99,25.78,13.33,54.7,24.94
1850,100,16.91,8.41,33.54,14.64
1850,101,10.82,5.18,20,8.2
1850,102,6.77,3.12,11.69,4.43
1850,103,4.12,1.83,6.49,2.16
1850,104,2.46,1.05,3.36,0.81
1850,105,1.43,0.59,1.63,0.14
1850,106,0.82,0,0.66,0
1850,107,0.26,0,0.04,0
1850,108,0,0,0,0
1850,109,0,0,0,0
1850,110+,0,0,0,0
1851,0,41661,53225,275087.33,282251.62
1851,1,15741,16294,247523.06,249439.9
1851,2,8045,8118,226064.73,225557.85
1851,3,4928,4940,215852.6,215198.93
1851,4,3635,3577,212281.96,211988.58
1851,5,2776.6,2749.98,210149.03,210957.47
1851,6,2147.71,2175.99,211241.04,212864.91
1851,7,1658.01,1717,207723.12,209240.84
1851,8,1307.5,1373.01,205078.21,206459.39
1851,9,1096.17,1144.01,202525.32,203938.03
1851,10,1006.72,1017.47,199351.58,201290.89
1851,11,969.92,943.3,195520.2,197546.06
1851,12,968.46,908.97,191191.3,193084.42
1851,13,1002.34,914.47,187143.4,188921.25
1851,14,1071.56,959.79,183917.85,185044.99
1851,15,1168.12,1037.37,182271.01,181064.16
1851,16,1260.02,1116.82,180932.67,178111.7
1851,17,1339.26,1190.52,177114.32,174302.96
1851,18,1405.84,1258.51,174052.46,171263.09
1851,19,1459.76,1320.77,172926.44,168543.47
1851,20,1500.93,1374.93,176738.51,165904.43
1851,21,1529.07,1411.46,177873.33,162780.68
1851,22,1544.11,1427.99,174408.53,159543.05
1851,23,1546.03,1424.53,170303.63,155710.77
1851,24,1534.85,1401.08,165645.83,151224.26
1851,25,1512.95,1361.86,161237.01,146692.59
1851,26,1489.92,1323.79,156870.6,142455.73
1851,27,1468.17,1291.1,153878.16,139731.1
1851,28,1447.68,1263.79,150927.36,137073.6
1851,29,1428.48,1241.86,147112.33,134113.95
